WKT,name,description
"POLYGON ((106.8162589 -6.3050716, 106.8161624 -6.3051995, 106.8162268 -6.3056474, 106.8163126 -6.305946, 106.8167847 -6.3066711, 106.8169778 -6.3069697, 106.8169456 -6.3071617, 106.8166452 -6.3078655, 106.8165379 -6.3079721, 106.8162268 -6.3080255, 106.8161195 -6.3080255, 106.8160122 -6.3081214, 106.8159049 -6.308452, 106.8158191 -6.3090705, 106.8157225 -6.3095717, 106.8158727 -6.3100943, 106.8159907 -6.3101689, 106.8161087 -6.3103608, 106.8161195 -6.3105315, 106.8162053 -6.3106061, 106.8171494 -6.3105315, 106.8176108 -6.3102755, 106.8177288 -6.3106061, 106.8178146 -6.31099, 106.8177503 -6.3113419, 106.8177073 -6.3119391, 106.8176644 -6.3121844, 106.8177181 -6.3140825, 106.8177824 -6.314765, 106.8173962 -6.3150849, 106.816967 -6.3151915, 106.8165164 -6.3151276, 106.8164092 -6.316002, 106.8167096 -6.3161086, 106.8172675 -6.3162366, 106.8177395 -6.3161939, 106.8180614 -6.316066, 106.818276 -6.3162792, 106.8187266 -6.3164712, 106.8190699 -6.3166631, 106.8192416 -6.3167911, 106.8191772 -6.317175, 106.8203788 -6.317303, 106.8209367 -6.3174949, 106.8227392 -6.3174096, 106.8234902 -6.3173243, 106.8237262 -6.3174309, 106.8237477 -6.3176442, 106.8246918 -6.3177082, 106.8247776 -6.3175162, 106.8253785 -6.3141252, 106.8256789 -6.3113739, 106.8259149 -6.311182, 106.8262368 -6.3113313, 106.8265586 -6.3112673, 106.8267947 -6.3104995, 106.8270092 -6.3087293, 106.8246918 -6.3084947, 106.8244987 -6.3083241, 106.8245845 -6.3063832, 106.8241768 -6.3064046, 106.8236833 -6.3063406, 106.8228894 -6.3064259, 106.8226319 -6.3066818, 106.8214088 -6.3065965, 106.8206578 -6.3065965, 106.8205076 -6.3064685, 106.8206363 -6.3058927, 106.8204861 -6.3057007, 106.8193918 -6.3057221, 106.8185335 -6.3057434, 106.8183833 -6.3056794, 106.8184476 -6.3053382, 106.8162589 -6.3050716))",Kebun Binatang Ragunan,
