WKT,name,description
"POLYGON ((106.8509224 -6.2328834, 106.8507078 -6.2332887, 106.8506649 -6.2338646, 106.8508366 -6.2342913, 106.8510511 -6.2345472, 106.8515661 -6.2348885, 106.8523386 -6.2353365, 106.8525532 -6.2357844, 106.8526819 -6.236275, 106.8525746 -6.2371282, 106.852124 -6.2382588, 106.8519309 -6.2390053, 106.8517378 -6.2399439, 106.8519524 -6.2401785, 106.8523386 -6.2409891, 106.852639 -6.2419276, 106.8528107 -6.2420343, 106.8539265 -6.2419916, 106.8530682 -6.2408611, 106.852875 -6.2396026, 106.8533042 -6.2380881, 106.8535831 -6.2368509, 106.8532613 -6.2347179, 106.8527892 -6.2347179, 106.8525532 -6.2335234, 106.851609 -6.233566, 106.8513086 -6.233438, 106.8512872 -6.2330967, 106.8509224 -6.2328834))",Tebet Echo Park,
