WKT,name,description
"POLYGON ((110.0277036 -7.88657, 110.015344 -7.8879303, 110.057916 -7.9151353, 110.114221 -7.9328176, 110.1732725 -7.9613798, 110.2144712 -7.98858, 110.2803892 -8.0130586, 110.3119749 -8.0171382, 110.3380674 -8.0320965, 110.3847593 -8.0701697, 110.4273313 -8.0837663, 110.4795164 -8.115037, 110.5426878 -8.1313511, 110.57702 -8.1327106, 110.642938 -8.1653368, 110.6868833 -8.1816489, 110.7116026 -8.1952418, 110.7459348 -8.1952418, 110.7775205 -8.1938825, 110.8297056 -8.2020381, 110.8310789 -8.1884454, 110.8310789 -8.1680555, 110.8145994 -8.149024, 110.7898802 -8.1571805, 110.7830137 -8.1381485, 110.7885069 -8.1204751, 110.7788938 -8.0756084, 110.7582945 -8.0307367, 110.7555479 -8.0130586, 110.7706541 -7.96954, 110.7761472 -7.8879303, 110.7871336 -7.8484798, 110.7871336 -7.8212703, 110.7720274 -7.807665, 110.7596677 -7.8239914, 110.7143491 -7.7899773, 110.7116026 -7.807665, 110.6813902 -7.8049438, 110.6772703 -7.7872561, 110.6635374 -7.7981409, 110.6484312 -7.7995015, 110.6264585 -7.8049438, 110.6017393 -7.7981409, 110.590753 -7.8090255, 110.5729002 -7.7886167, 110.5564207 -7.7899773, 110.5330747 -7.7913379, 110.5165952 -7.7790922, 110.491876 -7.7654855, 110.4753965 -7.6579767, 110.4671568 -7.6144211, 110.4616636 -7.5722224, 110.4506773 -7.5422724, 110.406732 -7.5763063, 110.3682798 -7.6144211, 110.3298277 -7.6416439, 110.298242 -7.6620598, 110.2721494 -7.7083323, 110.2639097 -7.6851967, 110.2639097 -7.6579767, 110.2639097 -7.6443661, 110.241937 -7.6484493, 110.2144712 -7.6511714, 110.1911253 -7.6457271, 110.1691526 -7.6484493, 110.1389402 -7.6470882, 110.1169676 -7.6715869, 110.1320738 -7.6824748, 110.1320738 -7.7056105, 110.1361936 -7.7396314, 110.1183408 -7.7668462, 110.0895017 -7.7995015, 110.0661558 -7.8185493, 110.0469297 -7.843038, 110.0414365 -7.8756874, 110.0277036 -7.88657))",DI Yogyakarta,
